1 -23.584467 22.621477
2 -20.180197 26.547081
3 -16.631811 28.431639
4 -12.762078 30.098673
5 -10.451992 30.030939
6 -9.788496 27.864071
7 -9.09212 27.279987
8 -7.919765 30.005373
9 -5.475038 34.584843
10 -0.680947 39.98452
11 5.366772 45.485107
12 11.587425 50.316307
13 18.764206 54.349499
14 26.654736 57.130634
15 32.795135 57.86322
16 35.276451 56.504887
17 35.291256 53.957363
18 36.496212 52.507259
19 40.976646 54.43425
20 47.020214 58.446571
21 52.037483 60.56773
22 54.642551 58.844299
23 54.717613 54.6567
24 54.61237 50.437904
25 56.733181 47.799419
26 59.861732 47.681786
27 61.95697 49.993801
28 63.000332 52.224724
29 63.262039 52.196205
30 63.013889 51.091347
31 62.736107 49.428036
32 61.729134 44.980415
33 59.525654 38.317013
34 57.136497 33.15799
35 53.888397 29.301546
36 48.547951 23.628019
37 44.737843 17.638073
38 46.306931 14.65072
39 50.110672 13.66444
40 52.339695 13.619687
41 54.422829 15.407075
42 56.690277 16.964771
43 55.890972 15.610354
44 52.162827 12.810078
45 49.871647 10.939489
46 49.489861 9.56702
47 46.688 7.066628
48 41.140961 3.41237
49 37.429871 -0.09391
50 37.041714 -3.227731
51 37.453075 -6.579486
52 36.617928 -9.887368
53 33.343594 -12.984892
54 28.212767 -15.346493
55 26.398853 -13.518243
56 32.608711 -4.921095
57 42.578629 5.409777
58 48.229263 9.958644
59 49.478073 9.508591
60 51.24955 10.021409
61 53.76799 12.777627
62 54.53112 15.29699
63 53.705971 16.298723
64 52.566689 15.84166
65 51.530548 15.132765
66 51.007366 15.557831
67 51.525669 16.861294
68 52.848549 18.566643
69 53.301933 19.514315
70 50.922787 15.934249
71 46.551777 7.69366
72 43.976879 2.331652
73 45.263596 4.070604
74 48.386505 7.474195
75 51.145962 9.018889
76 54.128174 12.65304
77 57.505787 19.03005
78 58.646103 21.962523
79 56.188263 19.050398
80 53.055325 16.01136
81 52.028545 17.816483
82 51.742058 22.192743
83 49.790852 24.367235
84 46.453365 23.119596
85 43.414764 19.634912
86 40.772346 14.555809
87 36.828018 8.461017
88 31.177412 2.815662
89 25.791864 -1.206574
90 21.804243 -3.528531
91 18.466011 -3.934027
92 14.930983 -2.459404
93 10.733279 -1.194299
94 6.578567 -2.373291
95 3.788449 -5.761187
96 2.069651 -9.427199
97 0.683049 -11.088182
98 -1.02783 -10.301105
99 -4.885719 -9.561077
100 -10.237632 -9.69404
101 -13.253833 -8.244558
102 -13.531223 -5.520226
103 -13.377008 -4.390883
104 -12.189321 -4.492116
105 -10.145169 -4.99159
106 -10.196959 -7.017896
107 -11.452276 -8.581472
108 -10.31464 -6.739718
109 -6.813752 -3.106279
110 -2.707739 -0.154059
111 0.71942 1.421304
112 2.158595 1.60881
113 2.709909 2.362728
114 4.563302 4.638306
115 7.307269 5.84757
116 9.810397 5.196249
117 11.444298 4.670624
118 11.613068 5.055982
119 12.021742 7.30221
120 14.774666 12.359213
121 18.719446 18.191679
122 22.882053 23.299812
123 27.899261 29.325592
124 31.772512 36.238884
125 31.554527 40.922691
126 27.65546 41.488895
127 22.022501 38.494404
128 16.659084 33.489082
129 14.281967 28.918198
130 15.411905 26.600204
131 16.760365 25.357306
132 15.551566 23.276962
133 12.931677 20.995689
134 11.245349 19.467545
135 10.259908 17.854561
136 8.825041 15.797752
137 7.510551 13.512828
138 6.164272 10.439614
139 3.67646 7.85061
140 1.929131 8.824621
141 2.933625 12.496246
142 4.102122 13.888046
143 3.321167 11.164112
144 2.61584 7.055324
145 2.127579 2.845912
146 -1.468458 -2.351954
147 -8.020849 -6.536321
148 -12.215717 -5.834445
149 -10.316249 -0.161081
150 -4.313745 7.32889
151 1.26676 13.805542
152 3.796612 16.662971
153 3.796926 15.266858
154 3.142666 12.951299
155 1.986057 11.5296
156 -0.599914 8.648147
157 -3.394365 4.40647
158 -4.618377 2.289103
159 -4.458151 2.872248
160 -2.691136 3.983359
161 1.689551 5.109637
162 7.011337 7.266454
163 9.791494 10.092092
164 9.952376 11.696766
165 11.653883 12.314798
166 16.878613 14.437552
167 21.454769 16.91143
168 21.407692 15.711926
169 19.367973 12.330194
170 19.595663 12.189467
171 20.640545 15.293934
172 18.536606 17.885313
173 14.371051 19.986391
174 12.471491 22.782024
175 12.997479 24.203636
176 13.051313 24.239733
